"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.161,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.148,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.154,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.154,
"BGR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",,"L"
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",2.84,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",2.97,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",3.01,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",3.43,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",3.44,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",3.41,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",3.43,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",3.99,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",4.11,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",3.39,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",3.43,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",3.43,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",3.47,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",3.44,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",5.09,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",5.33,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",5.54,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",5.79,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",5.98,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",6.36,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",7.04,
"KHM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1960",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1961",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1962",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1963",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1964",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1965",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1966",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1967",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1968",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1969",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1970",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1971",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1972",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1973",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1974",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1975",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1976",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1977",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1978",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1979",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1980",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1981",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1982",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1983",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1984",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1985",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1986",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1987",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1988",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1989",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1990",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1991",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1992",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1993",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1994",,"L"
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1995",0.246,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1996",0.244,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1997",0.235,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1998",0.255,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1999",0.228,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2000",0.208,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.194,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.212,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.201,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.15,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.134,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.121,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.111,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.103,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.152,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.151,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.146,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.143,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.137,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.136,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.141,
"KHM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",8.7,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",8.84,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",8.5,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",8.44,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",7.63,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",8.08,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",8.38,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",8.67,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",9.17,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",9.48,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",9.63,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",8.83,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",9.13,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",9.6,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",9.58,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",10.01,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",10.33,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",11.7,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",13.11,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",14.01,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",14.33,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",15.49,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",15.88,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",17.07,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",18.34,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",20.32,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",22.75,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",23.56,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",25.03,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",25.17,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",24.7,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",25.57,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",25.83,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",27.51,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",28.36,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",29.52,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",30.62,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",30.33,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",29.52,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",30.85,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",33.61,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",37.2,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",38.69,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",35.24,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",36.11,
"CHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",37.52,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1960",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1961",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1962",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1963",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1964",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1965",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1966",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1967",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1968",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1969",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1970",,"L"
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1971",0.141,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1972",0.144,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1973",0.146,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1974",0.141,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1975",0.144,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1976",0.148,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1977",0.141,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1978",0.136,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1979",0.132,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1980",0.126,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1981",0.122,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1982",0.125,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1983",0.134,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1984",0.131,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1985",0.122,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1986",0.121,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1987",0.117,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1988",0.123,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1989",0.125,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1990",0.129,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1991",0.122,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1992",0.117,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1993",0.112,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1994",0.114,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1995",0.111,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1996",0.115,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1997",0.12,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1998",0.119,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1999",0.127,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2000",0.122,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.116,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.117,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.114,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.113,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.11,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.108,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.107,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.102,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.101,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.099,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.102,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.107,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.107,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.096,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.096,
"CHL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.098,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",391.06,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",411.33,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",426.61,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",437.72,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",483.39,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",499.94,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",544.57,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",590.1,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",599.86,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",598.02,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",593.5,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",612.07,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",636.41,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",675.05,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",691.33,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",716.04,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",752.78,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",793.55,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",810.03,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",870.68,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",847.95,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",876.79,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",928.76,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",972.73,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",1044.41,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",1073.46,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",1073.03,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",1078.39,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",1098.58,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",1129.84,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",1168.26,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",1245.76,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",1419.62,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",1614.63,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",1781.39,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",1948.76,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",2097.56,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",2153.99,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",2296.94,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",2536.28,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",2721.49,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",2818.57,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",2908.73,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",2953.52,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",2973.25,
"CHN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1960",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1961",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1962",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1963",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1964",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1965",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1966",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1967",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1968",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1969",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1970",,"L"
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1971",0.965,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1972",0.978,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1973",0.941,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1974",0.944,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1975",0.959,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1976",1.007,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1977",1.02,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1978",0.99,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1979",0.935,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1980",0.865,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1981",0.816,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1982",0.773,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1983",0.725,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1984",0.668,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1985",0.603,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1986",0.573,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1987",0.539,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1988",0.511,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1989",0.501,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1990",0.518,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1991",0.462,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1992",0.418,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1993",0.389,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1994",0.36,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1995",0.349,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1996",0.326,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1997",0.298,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1998",0.278,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1999",0.263,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2000",0.249,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.238,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.232,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.241,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.249,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.246,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.239,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.225,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.211,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.206,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.205,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.201,
"CHN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.193,
