"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",113.18,
"NGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",111.36,
"NGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",119.95,
"NGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",126.9,
"NGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",133.51,
"NGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",133.95,
"NGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",134.56,
"NGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",139.37,
"NGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1960",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1961",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1962",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1963",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1964",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1965",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1966",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1967",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1968",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1969",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1970",,"L"
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1971",0.148,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1972",0.148,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1973",0.147,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1974",0.136,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1975",0.15,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1976",0.145,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1977",0.144,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1978",0.16,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1979",0.156,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1980",0.157,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1981",0.189,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1982",0.2,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1983",0.217,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1984",0.222,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1985",0.211,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1986",0.234,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1987",0.271,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1988",0.26,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1989",0.252,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1990",0.234,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1991",0.247,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1992",0.255,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1993",0.254,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1994",0.246,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1995",0.253,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1996",0.251,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1997",0.253,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1998",0.248,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1999",0.256,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2000",0.252,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.253,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.252,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.241,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.185,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.186,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.174,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.168,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.163,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.15,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.15,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.151,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.153,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.145,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.137,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.138,
"NGA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",17.04,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",17.49,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",18.37,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",19.46,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",20.35,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",20.59,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",21.47,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",22.36,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",23.64,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",24.76,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",26.54,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",28.11,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",29.65,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",30.64,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",32.27,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",33.67,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",37,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",38.84,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",41.02,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",42.9,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",43.99,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",46.86,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",49.24,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",51.26,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",53.54,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",55.96,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",57.45,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",58.54,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",61.83,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",63.52,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",64.6,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",65.37,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",68.28,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",73.18,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",75.9,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",79.09,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",83.49,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",82.03,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",83.25,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",84.41,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",85.12,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",86.13,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",88.2,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",92,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",93.91,
"PAK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1960",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1961",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1962",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1963",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1964",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1965",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1966",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1967",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1968",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1969",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1970",,"L"
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1971",0.153,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1972",0.156,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1973",0.153,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1974",0.156,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1975",0.157,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1976",0.151,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1977",0.151,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1978",0.146,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1979",0.149,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1980",0.141,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1981",0.14,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1982",0.14,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1983",0.138,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1984",0.136,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1985",0.133,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1986",0.131,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1987",0.135,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1988",0.132,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1989",0.133,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1990",0.133,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1991",0.13,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1992",0.128,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1993",0.133,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1994",0.133,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1995",0.132,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1996",0.132,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1997",0.134,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1998",0.133,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1999",0.136,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2000",0.134,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.134,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.131,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.13,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.13,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.125,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.123,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.124,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.12,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.118,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.118,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.116,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.113,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.111,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.111,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.108,
"PAK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",1.37,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",1.4,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",1.52,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",1.51,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",1.47,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",1.57,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",1.7,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",1.9,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",1.93,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",2.08,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",2.08,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",2.12,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",2.17,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",2.21,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",2.26,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",2.35,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",2.72,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",2.9,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",3.16,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",3.07,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",3.17,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",3.16,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",3.28,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",3.59,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",3.93,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",4.02,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",4.37,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",4.31,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",4.11,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",3.85,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",3.92,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",3.89,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",3.97,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",4,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",3.96,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",4.08,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",4.23,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",4.43,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",4.49,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",4.81,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",4.88,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",5,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",4.94,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",5.17,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",5.41,
"PRY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1960",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1961",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1962",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1963",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1964",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1965",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1966",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1967",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1968",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1969",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1970",,"L"
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1971",0.182,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1972",0.175,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1973",0.177,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1974",0.162,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1975",0.148,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1976",0.147,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1977",0.143,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1978",0.142,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1979",0.129,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1980",0.125,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1981",0.114,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1982",0.118,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1983",0.125,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1984",0.124,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1985",0.121,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1986",0.12,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1987",0.129,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1988",0.13,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1989",0.132,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1990",0.123,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1991",0.123,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1992",0.12,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1993",0.119,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1994",0.124,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1995",0.127,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1996",0.128,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1997",0.133,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1998",0.131,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1999",0.127,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2000",0.122,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.125,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.124,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.121,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.118,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.114,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.112,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.11,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.109,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.114,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.108,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.105,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.109,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.095,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.095,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.096,
"PRY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",9.13,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",9.13,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",9.51,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",10.06,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",10.36,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",10.52,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",10.9,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",10.58,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",10.54,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",11.26,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",11.33,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",11.53,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",10.6,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",10.86,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",10.58,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",10.78,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",11.06,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",10.88,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",10.04,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",9.73,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",9.55,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",9.29,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",9.91,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",10.27,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",10.97,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",11.3,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",10.94,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",11.51,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",12.26,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",12.22,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",11.8,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",11.87,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",11.64,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",12.87,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",13.64,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",13.25,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",14.34,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",15.04,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",15.76,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",19.53,
